Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
937,tt2407574,2020-09-30,2020-09-30,,My Mad Fat Diary,https://www.imdb.com/title/tt2407574/,tvSeries,8.4,47,2013,"Comedy, Drama, Romance",18022,2013-01-14,
938,tt2467372,2020-09-30,2020-09-30,,Brooklyn Nine-Nine,https://www.imdb.com/title/tt2467372/,tvSeries,8.4,22,2013,"Comedy, Crime",322349,2013-09-17,
939,tt2571774,2020-09-30,2020-09-30,,Africa,https://www.imdb.com/title/tt2571774/,tvMiniSeries,9.0,360,2013,Documentary,16252,2013-01-02,
940,tt2603596,2020-09-30,2020-09-30,,The Wrong Mans,https://www.imdb.com/title/tt2603596/,tvSeries,7.7,29,2013,"Comedy, Crime, Thriller",7562,2013-09-24,
941,tt1553656,2020-09-30,2020-09-30,,Under the Dome,https://www.imdb.com/title/tt1553656/,tvSeries,6.5,43,2013,"Drama, Mystery, Sci-Fi, Thriller",107625,2013-06-24,
942,tt2372162,2020-09-30,2020-09-30,,Orange Is the New Black,https://www.imdb.com/title/tt2372162/,tvSeries,8.1,59,2013,"Comedy, Crime, Drama",305378,2013-07-11,
943,tt2705602,2020-09-30,2020-09-30,,Atlantis,https://www.imdb.com/title/tt2705602/,tvSeries,6.5,45,2013,"Adventure, Drama, Fantasy, Romance",11846,2013-09-28,
944,tt2375720,2020-09-30,2020-09-30,,The Doctor Blake Mysteries,https://www.imdb.com/title/tt2375720/,tvSeries,8.0,57,2013,"Crime, Drama, Mystery",4621,2013-02-01,
945,tt3173854,2020-09-30,2020-09-30,,Ja'mie: Private School Girl,https://www.imdb.com/title/tt3173854/,tvMiniSeries,7.4,30,2013,Comedy,4282,2013-10-23,
946,tt2741602,2020-09-30,2020-09-30,,The Blacklist,https://www.imdb.com/title/tt2741602/,tvSeries,8.0,43,2013,"Crime, Drama, Mystery, Thriller",252847,2013-09-23,
947,tt2364582,2020-09-30,2020-09-30,,Agents of S.H.I.E.L.D.,https://www.imdb.com/title/tt2364582/,tvSeries,7.5,45,2013,"Action, Adventure, Drama, Sci-Fi, Thriller",218605,2013-07-19,
948,tt2442560,2020-09-30,2020-09-30,,Peaky Blinders,https://www.imdb.com/title/tt2442560/,tvSeries,8.8,60,2013,"Crime, Drama",559981,2013-09-12,
949,tt2137109,2020-09-30,2020-09-30,,Masters of Sex,https://www.imdb.com/title/tt2137109/,tvSeries,7.9,60,2013,"Drama, Romance",37080,2013-09-29,
950,tt2294189,2020-09-30,2020-09-30,,The Fall,https://www.imdb.com/title/tt2294189/,tvSeries,8.1,60,2013,"Crime, Drama, Thriller",107771,2013-05-12,
951,tt2310212,2020-09-30,2020-09-30,,Mr Selfridge,https://www.imdb.com/title/tt2310212/,tvSeries,7.7,45,2013,"Drama, History",16195,2013-01-06,
952,tt2582590,2020-09-30,2020-09-30,,Vicious,https://www.imdb.com/title/tt2582590/,tvSeries,8.1,23,2013,Comedy,8931,2013-04-29,
953,tt2103085,2020-09-30,2020-09-30,,Top of the Lake,https://www.imdb.com/title/tt2103085/,tvSeries,7.4,60,2013,"Crime, Drama, Mystery, Thriller",36215,2013-01-20,
954,tt3815412,2020-09-30,2020-09-30,,Our Girl,https://www.imdb.com/title/tt3815412/,tvSeries,7.6,60,2013,"Action, Drama, Thriller, War",4258,2013-03-24,
955,tt3469052,2020-09-30,2020-09-30,,Byeol-e-seo on geu-dae,https://www.imdb.com/title/tt3469052/,tvSeries,8.2,60,2013,"Comedy, Drama, Fantasy, Romance, Sci-Fi",13552,2013-12-18,
956,tt2249007,2020-09-30,2020-09-30,,Ray Donovan,https://www.imdb.com/title/tt2249007/,tvSeries,8.3,60,2013,"Crime, Drama",88289,2013-06-18,
957,tt2575968,2020-09-30,2020-09-30,,Hinterland,https://www.imdb.com/title/tt2575968/,tvSeries,7.6,90,2013,"Crime, Drama, Mystery",14366,2013-10-29,
958,tt2306299,2020-09-30,2020-09-30,,Vikings,https://www.imdb.com/title/tt2306299/,tvSeries,8.5,44,2013,"Action, Adventure, Drama, History, Romance, War",538995,2013-03-03,
959,tt2234222,2020-09-30,2020-09-30,,Orphan Black,https://www.imdb.com/title/tt2234222/,tvSeries,8.3,44,2013,"Drama, Sci-Fi, Thriller",112139,2013-03-30,
960,tt3428912,2020-09-30,2020-09-30,,Happy Valley,https://www.imdb.com/title/tt3428912/,tvSeries,8.5,58,2014,"Crime, Drama, Thriller",44831,2014-04-29,
961,tt3107288,2020-09-30,2020-09-30,,The Flash,https://www.imdb.com/title/tt3107288/,tvSeries,7.6,43,2014,"Action, Adventure, Drama, Sci-Fi",348642,2014-10-07,
962,tt2395695,2020-09-30,2020-09-30,,Cosmos: A Spacetime Odyssey,https://www.imdb.com/title/tt2395695/,tvMiniSeries,9.3,557,2014,Documentary,122935,2014-03-09,
963,tt3749900,2020-09-30,2020-09-30,,Gotham,https://www.imdb.com/title/tt3749900/,tvSeries,7.8,42,2014,"Action, Crime, Drama, Mystery, Sci-Fi, Thriller",232265,2014-07-26,
964,tt2661044,2020-09-30,2020-09-30,,The 100,https://www.imdb.com/title/tt2661044/,tvSeries,7.6,43,2014,"Drama, Mystery, Sci-Fi",255260,2014-03-19,
965,tt2303687,2020-09-30,2020-09-30,,Line of Duty,https://www.imdb.com/title/tt2303687/,tvSeries,8.7,60,2012,"Crime, Drama, Mystery, Thriller",61036,2012-06-26,
966,tt1956017,2020-09-30,2020-09-30,,Parade's End,https://www.imdb.com/title/tt1956017/,tvMiniSeries,7.5,287,2012,"Action, Drama, Romance, War",10369,2012-08-24,
967,tt1954347,2020-09-30,2020-09-30,,Continuum,https://www.imdb.com/title/tt1954347/,tvSeries,7.6,45,2012,"Action, Sci-Fi, Thriller",61611,2012-05-27,
968,tt2216156,2020-09-30,2020-09-30,,Last Tango in Halifax,https://www.imdb.com/title/tt2216156/,tvSeries,8.4,60,2012,"Comedy, Drama, Romance",7492,2012-11-20,
969,tt1759761,2020-09-30,2020-09-30,,Veep,https://www.imdb.com/title/tt1759761/,tvSeries,8.4,28,2012,Comedy,57261,2012-04-22,
970,tt2222848,2020-09-30,2020-09-30,,Puberty Blues,https://www.imdb.com/title/tt2222848/,tvSeries,8.2,45,2012,"Comedy, Drama",2129,2012-08-15,
971,tt2616280,2020-09-30,2020-09-30,,Derek,https://www.imdb.com/title/tt2616280/,tvSeries,8.1,23,2012,"Comedy, Drama",33554,2012-04-12,
972,tt1864017,2020-09-30,2020-09-30,,Stella,https://www.imdb.com/title/tt1864017/,tvSeries,8.0,60,2012,"Comedy, Drama",1921,2012-01-06,
973,tt2183641,2020-09-30,2020-09-30,,Ripper Street,https://www.imdb.com/title/tt2183641/,tvSeries,8.1,59,2012,"Crime, Drama, Mystery",21534,2012-12-30,
974,tt2191671,2020-09-30,2020-09-30,,Elementary,https://www.imdb.com/title/tt2191671/,tvSeries,7.9,60,2012,"Crime, Drama, Mystery",112684,2012-09-27,
975,tt2569488,2020-09-30,2020-09-30,,Salamander,https://www.imdb.com/title/tt2569488/,tvSeries,7.5,40,2012,"Crime, Drama, Thriller",2311,2012-12-30,
976,tt1983079,2020-09-30,2020-09-30,,Call the Midwife,https://www.imdb.com/title/tt1983079/,tvSeries,8.6,60,2012,"Drama, History",27751,2012-01-15,
977,tt1723816,2020-09-30,2020-09-30,,Girls,https://www.imdb.com/title/tt1723816/,tvSeries,7.4,28,2012,"Comedy, Drama",73437,2012-03-12,
978,tt1985443,2020-09-30,2020-09-30,,Hatfields & McCoys,https://www.imdb.com/title/tt1985443/,tvMiniSeries,7.9,290,2012,"Drama, History, Romance, War, Western",27518,2012-05-28,
979,tt2391224,2020-09-30,2020-09-30,,The Paradise,https://www.imdb.com/title/tt2391224/,tvSeries,7.7,60,2012,Drama,11980,2012-09-25,
980,tt1870479,2020-09-30,2020-09-30,,The Newsroom,https://www.imdb.com/title/tt1870479/,tvSeries,8.6,55,2012,Drama,117488,2012-06-24,
981,tt2229907,2020-09-30,2020-09-30,,Duck Dynasty,https://www.imdb.com/title/tt2229907/,tvSeries,6.1,60,2012,"Comedy, Reality-TV",10887,2012-03-21,
982,tt2172103,2020-09-30,2020-09-30,,Last Resort,https://www.imdb.com/title/tt2172103/,tvSeries,7.3,60,2012,"Action, Drama, Mystery, Sci-Fi, Thriller",21787,2012-09-27,
983,tt1856010,2020-09-30,2020-09-30,,House of Cards,https://www.imdb.com/title/tt1856010/,tvSeries,8.7,51,2013,Drama,508010,2013-02-01,
984,tt2433738,2020-09-30,2020-09-30,,Wentworth,https://www.imdb.com/title/tt2433738/,tvSeries,8.6,45,2013,"Crime, Drama, Thriller",22755,2013-05-01,
985,tt3169754,2020-09-30,2020-09-30,,The Tractate Middoth,https://www.imdb.com/title/tt3169754/,tvMovie,6.7,35,2013,"Mystery, Thriller",600,2013-12-25,Mark Gatiss
986,tt2711738,2020-09-30,2020-09-30,,The Tunnel,https://www.imdb.com/title/tt2711738/,tvSeries,7.8,60,2013,"Crime, Drama, Mystery, Thriller",9643,2013-10-16,
987,tt2342652,2020-09-30,2020-09-30,,Getting On,https://www.imdb.com/title/tt2342652/,tvSeries,7.8,30,2013,Comedy,3693,2013-11-24,
988,tt2149175,2020-09-30,2020-09-30,,The Americans,https://www.imdb.com/title/tt2149175/,tvSeries,8.4,44,2013,"Crime, Drama, Mystery, Thriller",101458,2013-01-30,
989,tt2708572,2020-09-30,2020-09-30,,Bluestone 42,https://www.imdb.com/title/tt2708572/,tvSeries,7.9,30,2013,"Comedy, War",2300,2013-03-05,
990,tt2480514,2020-09-30,2020-09-30,,In the Flesh,https://www.imdb.com/title/tt2480514/,tvSeries,7.9,56,2013,"Comedy, Drama, Horror",13463,2013-03-17,
991,tt2249364,2020-09-30,2020-09-30,,Broadchurch,https://www.imdb.com/title/tt2249364/,tvSeries,8.4,48,2013,"Crime, Drama, Mystery",115438,2013-03-04,
992,tt2188671,2020-09-30,2020-09-30,,Bates Motel,https://www.imdb.com/title/tt2188671/,tvSeries,8.1,45,2013,"Drama, Horror, Mystery, Thriller",109670,2013-03-18,
993,tt2394340,2020-09-30,2020-09-30,,The Village,https://www.imdb.com/title/tt2394340/,tvSeries,7.7,60,2013,Drama,2423,2013-03-30,
994,tt2094262,2020-09-30,2020-09-30,,Da Vinci's Demons,https://www.imdb.com/title/tt2094262/,tvSeries,7.9,60,2013,"Adventure, Biography, Drama, Fantasy, History, Mystery, Romance",77359,2013-04-12,
995,tt2647544,2020-09-30,2020-09-30,,Sleepy Hollow,https://www.imdb.com/title/tt2647544/,tvSeries,7.3,45,2013,"Action, Adventure, Crime, Drama, Fantasy, Horror, Mystery, Thriller",61822,2013-09-16,
996,tt2701582,2020-09-30,2020-09-30,,Endeavour,https://www.imdb.com/title/tt2701582/,tvSeries,8.6,89,2012,"Crime, Drama, Mystery",27215,2012-01-02,
997,tt2071645,2020-09-30,2020-09-30,,The Following,https://www.imdb.com/title/tt2071645/,tvSeries,7.4,43,2013,"Crime, Drama, Horror, Mystery, Thriller",89081,2013-01-21,
998,tt2243973,2020-09-30,2020-09-30,,Hannibal,https://www.imdb.com/title/tt2243973/,tvSeries,8.5,44,2013,"Crime, Drama, Horror, Mystery, Thriller",257794,2013-04-04,
999,tt2309295,2020-09-30,2020-09-30,,Hemlock Grove,https://www.imdb.com/title/tt2309295/,tvSeries,7.0,46,2013,"Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller",40909,2013-04-18,
1000,tt2384811,2020-09-30,2020-09-30,,Utopia,https://www.imdb.com/title/tt2384811/,tvSeries,8.4,50,2013,"Drama, Mystery, Sci-Fi, Thriller",47636,2013-01-14,
1001,tt2407574,2020-09-30,2020-09-30,,My Mad Fat Diary,https://www.imdb.com/title/tt2407574/,tvSeries,8.4,47,2013,"Comedy, Drama, Romance",18022,2013-01-14,
1002,tt2467372,2020-09-30,2020-09-30,,Brooklyn Nine-Nine,https://www.imdb.com/title/tt2467372/,tvSeries,8.4,22,2013,"Comedy, Crime",322349,2013-09-17,
1003,tt2571774,2020-09-30,2020-09-30,,Africa,https://www.imdb.com/title/tt2571774/,tvMiniSeries,9.0,360,2013,Documentary,16252,2013-01-02,
1004,tt2603596,2020-09-30,2020-09-30,,The Wrong Mans,https://www.imdb.com/title/tt2603596/,tvSeries,7.7,29,2013,"Comedy, Crime, Thriller",7562,2013-09-24,
1005,tt1553656,2020-09-30,2020-09-30,,Under the Dome,https://www.imdb.com/title/tt1553656/,tvSeries,6.5,43,2013,"Drama, Mystery, Sci-Fi, Thriller",107625,2013-06-24,
1006,tt2372162,2020-09-30,2020-09-30,,Orange Is the New Black,https://www.imdb.com/title/tt2372162/,tvSeries,8.1,59,2013,"Comedy, Crime, Drama",305378,2013-07-11,
1007,tt2705602,2020-09-30,2020-09-30,,Atlantis,https://www.imdb.com/title/tt2705602/,tvSeries,6.5,45,2013,"Adventure, Drama, Fantasy, Romance",11846,2013-09-28,
1008,tt2375720,2020-09-30,2020-09-30,,The Doctor Blake Mysteries,https://www.imdb.com/title/tt2375720/,tvSeries,8.0,57,2013,"Crime, Drama, Mystery",4621,2013-02-01,
1009,tt3173854,2020-09-30,2020-09-30,,Ja'mie: Private School Girl,https://www.imdb.com/title/tt3173854/,tvMiniSeries,7.4,30,2013,Comedy,4282,2013-10-23,
1010,tt2741602,2020-09-30,2020-09-30,,The Blacklist,https://www.imdb.com/title/tt2741602/,tvSeries,8.0,43,2013,"Crime, Drama, Mystery, Thriller",252847,2013-09-23,
1011,tt2364582,2020-09-30,2020-09-30,,Agents of S.H.I.E.L.D.,https://www.imdb.com/title/tt2364582/,tvSeries,7.5,45,2013,"Action, Adventure, Drama, Sci-Fi, Thriller",218605,2013-07-19,
1012,tt2442560,2020-09-30,2020-09-30,,Peaky Blinders,https://www.imdb.com/title/tt2442560/,tvSeries,8.8,60,2013,"Crime, Drama",559981,2013-09-12,
1013,tt2137109,2020-09-30,2020-09-30,,Masters of Sex,https://www.imdb.com/title/tt2137109/,tvSeries,7.9,60,2013,"Drama, Romance",37080,2013-09-29,
1014,tt2294189,2020-09-30,2020-09-30,,The Fall,https://www.imdb.com/title/tt2294189/,tvSeries,8.1,60,2013,"Crime, Drama, Thriller",107771,2013-05-12,
1015,tt2310212,2020-09-30,2020-09-30,,Mr Selfridge,https://www.imdb.com/title/tt2310212/,tvSeries,7.7,45,2013,"Drama, History",16195,2013-01-06,
1016,tt2582590,2020-09-30,2020-09-30,,Vicious,https://www.imdb.com/title/tt2582590/,tvSeries,8.1,23,2013,Comedy,8931,2013-04-29,
1016,tt2582590,2020-09-30,2020-09-30,,The Girl,https://www.imdb.com/title/tt2582590/,tvSeries,8.1,23,2013,Comedy,8931,2013-04-29,
1017,tt2103085,2020-09-30,2020-09-30,,Top of the Lake,https://www.imdb.com/title/tt2103085/,tvSeries,7.4,60,2013,"Crime, Drama, Mystery, Thriller",36215,2013-01-20,
1018,tt3815412,2020-09-30,2020-09-30,,Our Girl,https://www.imdb.com/title/tt3815412/,tvSeries,7.6,60,2013,"Action, Drama, Thriller, War",4258,2013-03-24,
1019,tt3469052,2020-09-30,2020-09-30,,Byeol-e-seo on geu-dae,https://www.imdb.com/title/tt3469052/,tvSeries,8.2,60,2013,"Comedy, Drama, Fantasy, Romance, Sci-Fi",13552,2013-12-18,
1020,tt2249007,2020-09-30,2020-09-30,,Ray Donovan,https://www.imdb.com/title/tt2249007/,tvSeries,8.3,60,2013,"Crime, Drama",88289,2013-06-18,
1021,tt2575968,2020-09-30,2020-09-30,,Hinterland,https://www.imdb.com/title/tt2575968/,tvSeries,7.6,90,2013,"Crime, Drama, Mystery",14366,2013-10-29,
1022,tt2306299,2020-09-30,2020-09-30,,Vikings,https://www.imdb.com/title/tt2306299/,tvSeries,8.5,44,2013,"Action, Adventure, Drama, History, Romance, War",538995,2013-03-03,
1023,tt2234222,2020-09-30,2020-09-30,,Orphan Black,https://www.imdb.com/title/tt2234222/,tvSeries,8.3,44,2013,"Drama, Sci-Fi, Thriller",112139,2013-03-30,
1024,tt3428912,2020-09-30,2020-09-30,,Happy Valley,https://www.imdb.com/title/tt3428912/,tvSeries,8.5,58,2014,"Crime, Drama, Thriller",44831,2014-04-29,
1025,tt3107288,2020-09-30,2020-09-30,,The Flash,https://www.imdb.com/title/tt3107288/,tvSeries,7.6,43,2014,"Action, Adventure, Drama, Sci-Fi",348642,2014-10-07,
1026,tt2395695,2020-09-30,2020-09-30,,Cosmos: A Spacetime Odyssey,https://www.imdb.com/title/tt2395695/,tvMiniSeries,9.3,557,2014,Documentary,122935,2014-03-09,
1027,tt3749900,2020-09-30,2020-09-30,,Gotham,https://www.imdb.com/title/tt3749900/,tvSeries,7.8,42,2014,"Action, Crime, Drama, Mystery, Sci-Fi, Thriller",232265,2014-07-26,
1028,tt2661044,2020-09-30,2020-09-30,,The 100,https://www.imdb.com/title/tt2661044/,tvSeries,7.6,43,2014,"Drama, Mystery, Sci-Fi",255260,2014-03-19,
1029,tt2802850,2020-09-30,2020-09-30,,Fargo,https://www.imdb.com/title/tt2802850/,tvSeries,8.9,53,2014,"Crime, Drama, Thriller",377083,2014-04-15,
1030,tt2654620,2020-09-30,2020-09-30,,The Strain,https://www.imdb.com/title/tt2654620/,tvSeries,7.3,43,2014,"Drama, Fantasy, Horror, Thriller",82395,2014-07-12,
1031,tt2666270,2020-09-30,2020-09-30,,About a Boy,https://www.imdb.com/title/tt2666270/,tvSeries,7.4,22,2014,"Comedy, Drama, Romance",8608,2014-02-22,
1032,tt2647420,2020-09-30,2020-09-30,,Fleming,https://www.imdb.com/title/tt2647420/,tvMiniSeries,7.2,44,2014,"Biography, Drama, Romance",5066,2014-01-29,
1033,tt2628232,2020-09-30,2020-09-30,,Penny Dreadful,https://www.imdb.com/title/tt2628232/,tvSeries,8.2,60,2014,"Drama, Fantasy, Horror",124087,2014-04-28,
1034,tt2402207,2020-09-30,2020-09-30,,The Last Ship,https://www.imdb.com/title/tt2402207/,tvSeries,7.4,60,2014,"Action, Drama, Sci-Fi, Thriller, War",59948,2014-06-22,
1035,tt3431720,2020-09-30,2020-09-30,,Jonah from Tonga,https://www.imdb.com/title/tt3431720/,tvMiniSeries,7.0,30,2014,Comedy,2277,2014-05-02,
1036,tt3530232,2020-09-30,2020-09-30,,Last Week Tonight with John Oliver,https://www.imdb.com/title/tt3530232/,tvSeries,8.9,30,2014,"Comedy, History, News, Reality-TV, Talk-Show",90197,2014-04-27,
1037,tt2674806,2020-09-30,2020-09-30,,Inside No. 9,https://www.imdb.com/title/tt2674806/,tvSeries,8.5,30,2014,"Comedy, Crime, Drama, Horror, Mystery, Thriller",17525,2014-01-17,
1038,tt3566726,2020-09-30,2020-09-30,,Jane the Virgin,https://www.imdb.com/title/tt3566726/,tvSeries,7.9,60,2014,Comedy,52141,2014-10-13,
1039,tt3021686,2020-09-30,2020-09-30,,The Honourable Woman,https://www.imdb.com/title/tt3021686/,tvMiniSeries,8.0,60,2014,"Drama, Thriller",11119,2014-07-03,
1040,tt3205802,2020-09-30,2020-09-30,,How to Get Away with Murder,https://www.imdb.com/title/tt3205802/,tvSeries,8.1,43,2014,"Crime, Drama, Mystery, Thriller",154121,2014-09-25,
1041,tt2377081,2020-09-30,2020-09-30,,Mammon,https://www.imdb.com/title/tt2377081/,tvSeries,6.8,58,2014,"Action, Crime, Mystery, Thriller",2010,2014-01-01,
1042,tt2930604,2020-09-30,2020-09-30,,Star Wars: Rebels,https://www.imdb.com/title/tt2930604/,tvSeries,8.0,22,2014,"Animation, Action, Adventure, Drama, Family, Fantasy, Mystery, Sci-Fi",45696,2014-08-10,
1043,tt2356777,2020-09-30,2020-09-30,,True Detective,https://www.imdb.com/title/tt2356777/,tvSeries,8.9,55,2014,"Crime, Drama, Mystery, Thriller",577996,2014-01-12,
1044,tt2699128,2020-09-30,2020-09-30,,The Leftovers,https://www.imdb.com/title/tt2699128/,tvSeries,8.3,60,2014,"Drama, Fantasy, Mystery, Thriller",100738,2014-06-29,
1045,tt2733252,2020-09-30,2020-09-30,,The Musketeers,https://www.imdb.com/title/tt2733252/,tvSeries,7.8,55,2014,"Adventure, Drama",22684,2014-01-19,
1046,tt3494220,2020-09-30,2020-09-30,,The Crimson Field,https://www.imdb.com/title/tt3494220/,tvSeries,7.8,60,2014,"Drama, War",3253,2014-04-06,
1047,tt3006802,2020-09-30,2020-09-30,,Outlander,https://www.imdb.com/title/tt3006802/,tvSeries,8.4,60,2014,"Drama, Fantasy, Romance",161933,2014-08-09,
1048,tt2575988,2020-09-30,2020-09-30,,Silicon Valley,https://www.imdb.com/title/tt2575988/,tvSeries,8.5,28,2014,Comedy,152513,2014-04-06,
1049,tt3556920,2020-09-30,2020-09-30,,Wolf Hall,https://www.imdb.com/title/tt3556920/,tvMiniSeries,8.1,360,2015,"Biography, Drama, History",11953,2015-01-21,
1050,tt3848112,2020-09-30,2020-09-30,,Cucumber,https://www.imdb.com/title/tt3848112/,tvMiniSeries,7.9,50,2015,Drama,3573,2015-01-22,
1051,tt3215364,2020-09-30,2020-09-30,,Battle Creek,https://www.imdb.com/title/tt3215364/,tvSeries,7.2,44,2015,"Comedy, Crime, Drama",8746,2015-03-01,
1052,tt3228904,2020-09-30,2020-09-30,,Empire,https://www.imdb.com/title/tt3228904/,tvSeries,7.4,42,2015,"Drama, Music",39815,2015-01-07,
1053,tt3339966,2020-09-30,2020-09-30,,Unbreakable Kimmy Schmidt,https://www.imdb.com/title/tt3339966/,tvSeries,7.6,30,2015,Comedy,73581,2015-03-06,
1054,tt3032476,2020-09-30,2020-09-30,,Better Call Saul,https://www.imdb.com/title/tt3032476/,tvSeries,8.9,46,2015,"Crime, Drama",542605,2015-02-08,
1055,tt3032477,2020-09-30,2020-09-30,,Game Change,https://www.imdb.com/title/tt3032476/,tvSeries,8.9,46,2015,"Crime, Drama",542605,2015-02-08,
